,movieId,average_rating
2480,3307,3.8461538461538463
123,150,3.845771144278607
8519,115149,3.8448275862068964
3609,4963,3.8445378151260505
3539,4848,3.843137254901961
2610,3499,3.840909090909091
4133,5954,3.840909090909091
1045,1358,3.8404255319148937
1753,2352,3.84
2216,2947,3.839622641509434
2194,2918,3.8394495412844036
1528,2064,3.838709677419355
2979,3996,3.8363636363636364
5363,8961,3.836
33,36,3.8358208955223883
508,590,3.8353658536585367
991,1293,3.8333333333333335
4603,6869,3.8333333333333335
716,935,3.8333333333333335
3678,5073,3.8333333333333335
7083,70533,3.8333333333333335
8709,127052,3.8333333333333335
9400,165639,3.8333333333333335
1944,2579,3.8333333333333335
3712,5135,3.8333333333333335
3899,5483,3.8333333333333335
7094,70728,3.8333333333333335
7877,94985,3.8333333333333335
3109,4187,3.8333333333333335
4956,7569,3.8333333333333335
8673,122904,3.8333333333333335
3114,4195,3.8333333333333335
5831,32554,3.8333333333333335
7959,96606,3.8333333333333335
7901,95377,3.8333333333333335
3892,5475,3.8333333333333335
5921,34153,3.8333333333333335
712,931,3.8333333333333335
3214,4347,3.8333333333333335
1083,1408,3.8333333333333335
7404,80586,3.8333333333333335
9268,158238,3.8333333333333335
8531,115680,3.8333333333333335
9338,161580,3.8333333333333335
5149,8341,3.8333333333333335
6274,47970,3.8333333333333335
388,446,3.8333333333333335
9262,157699,3.8333333333333335
9239,156387,3.8333333333333335
7437,81562,3.8333333333333335
3714,5137,3.8333333333333335
3622,4978,3.8333333333333335
4330,6335,3.8333333333333335
2788,3733,3.8333333333333335
4655,6966,3.8333333333333335
6715,59103,3.8333333333333335
181,213,3.8333333333333335
5751,31184,3.8333333333333335
660,861,3.8333333333333335
7187,72720,3.8333333333333335
4819,7206,3.8333333333333335
4744,7078,3.8333333333333335
5518,26585,3.8333333333333335
4241,6193,3.8333333333333335
1422,1946,3.8333333333333335
9626,179817,3.8333333333333335
2379,3159,3.8333333333333335
4184,6041,3.8333333333333335
3975,5613,3.8333333333333335
2502,3350,3.8333333333333335
8429,112006,3.8333333333333335
4476,6620,3.8333333333333335
8455,112804,3.8333333333333335
5728,30820,3.8333333333333335
3362,4577,3.8333333333333335
7530,85179,3.8333333333333335
5747,31116,3.8333333333333335
2329,3088,3.8333333333333335
561,678,3.8333333333333335
4391,6461,3.8333333333333335
1835,2442,3.8333333333333335
4234,6183,3.8333333333333335
6377,50740,3.8333333333333335
8402,110882,3.8333333333333335
8407,111362,3.8333333333333335
9650,182715,3.8333333333333335
5674,27741,3.8333333333333335
6376,50685,3.8333333333333335
6337,49347,3.8333333333333335
6333,49280,3.8333333333333335
3273,4438,3.8333333333333335
1412,1934,3.8333333333333335
4787,7147,3.8333333333333335
7647,88810,3.8333333333333335
7139,71579,3.8333333333333335
13,14,3.8333333333333335
3848,5417,3.8333333333333335
143,171,3.8333333333333335
1719,2312,3.8333333333333335
879,1175,3.8333333333333335
7223,73854,3.8333333333333335
6519,54372,3.8333333333333335
1542,2078,3.830188679245283
3671,5064,3.828125
1430,1954,3.828125
2650,3552,3.826923076923077
961,1263,3.8255813953488373
7970,96821,3.825
6726,59315,3.824468085106383
4474,6618,3.823529411764706
8435,112290,3.823529411764706
1304,1748,3.8229166666666665
1443,1967,3.8214285714285716
3651,5026,3.8214285714285716
951,1253,3.82
8663,122882,3.8191489361702127
2286,3035,3.8181818181818183
338,381,3.8181818181818183
8240,104913,3.8181818181818183
1037,1350,3.8181818181818183
3057,4105,3.8181818181818183
515,599,3.8181818181818183
3849,5418,3.8169642857142856
6045,40815,3.816901408450704
5701,27831,3.8157894736842106
5651,27611,3.8157894736842106
485,553,3.8153846153846156
6294,48394,3.814814814814815
434,497,3.813953488372093
8882,134853,3.813953488372093
3147,4239,3.8137254901960786
4238,6187,3.8125
6526,54736,3.8125
8413,111617,3.8125
2195,2919,3.8125
6154,44694,3.8125
3544,4857,3.8125
1800,2401,3.8125
3015,4037,3.8125
4707,7034,3.8125
8035,98809,3.8125
7065,69951,3.8125
7676,89753,3.8125
1266,1682,3.812
3867,5444,3.810344827586207
3641,5010,3.81
7937,96079,3.81
6868,63082,3.8098591549295775
6070,41997,3.8095238095238093
920,1220,3.8095238095238093
3006,4027,3.8085106382978724
998,1301,3.8076923076923075
693,911,3.8076923076923075
1160,1537,3.8076923076923075
1437,1961,3.8072916666666665
9586,176371,3.8055555555555554
6658,57640,3.8055555555555554
2348,3108,3.8055555555555554
954,1256,3.8043478260869565
4880,7323,3.8043478260869565
5250,8636,3.8037974683544302
1904,2529,3.8035714285714284
2576,3448,3.802325581395349
1471,1997,3.80188679245283
2730,3672,3.8
9420,166643,3.8
5535,26680,3.8
962,1264,3.8
6639,56921,3.8
1233,1643,3.8
7335,78349,3.8
6155,44709,3.8
3860,5434,3.8
5648,27592,3.8
6138,44199,3.8
6773,60487,3.8
6965,66785,3.8
8743,128520,3.8
1699,2287,3.8
3221,4356,3.8
675,891,3.8
9452,168418,3.8
7772,91974,3.8
6089,42718,3.8
6717,59126,3.8
4523,6713,3.8
5549,26729,3.8
8505,114662,3.8
2778,3723,3.8
486,555,3.8
8584,117881,3.8
4713,7044,3.8
7028,69134,3.8
5583,26903,3.8
5323,8873,3.7962962962962963
7399,80549,3.7962962962962963
1434,1958,3.7954545454545454
1791,2391,3.7954545454545454
6539,54995,3.7954545454545454
5336,8914,3.7941176470588234
1251,1663,3.7941176470588234
2789,3735,3.7941176470588234
3490,4776,3.7941176470588234
6241,47099,3.7934782608695654
506,588,3.7923497267759565
1956,2596,3.7916666666666665
5721,30749,3.7916666666666665
8021,98243,3.7916666666666665
7602,87232,3.7906976744186047
1686,2268,3.789473684210526
2637,3535,3.788135593220339
4636,6942,3.788135593220339
5259,8665,3.7866666666666666
5062,7980,3.7857142857142856
6104,43396,3.7857142857142856
6670,58154,3.7857142857142856
4925,7419,3.7857142857142856
7704,90439,3.7857142857142856
8669,122896,3.7857142857142856
3801,5325,3.7857142857142856
2287,3036,3.7857142857142856
7246,74545,3.7857142857142856
4487,6645,3.7857142857142856
5148,8340,3.7857142857142856
243,281,3.7857142857142856
980,1282,3.7830188679245285
89,101,3.782608695652174
4058,5791,3.78125
1030,1343,3.78
291,333,3.78
6259,47610,3.7790697674418605
8354,109374,3.7788461538461537
1444,1968,3.7787610619469025
4421,6539,3.778523489932886
5970,36535,3.7777777777777777
6460,52885,3.7777777777777777
8105,101142,3.7777777777777777
2743,3685,3.7777777777777777
3240,4387,3.7777777777777777
2211,2941,3.7777777777777777
4795,7158,3.7777777777777777
1796,2396,3.777173913043478
7073,70286,3.776923076923077
16,17,3.7761194029850746
7876,94959,3.7758620689655173
4007,5669,3.7758620689655173
61,69,3.775
2037,2716,3.775
3543,4855,3.775
6014,39292,3.775
6844,62374,3.772727272727273
1592,2135,3.772727272727273
5253,8641,3.7719298245614037
512,595,3.7705479452054793
2718,3654,3.769230769230769
2654,3556,3.769230769230769
3297,4467,3.769230769230769
8523,115210,3.769230769230769
4596,6857,3.769230769230769
2001,2664,3.769230769230769
4675,6993,3.769230769230769
6708,58998,3.769230769230769
2295,3044,3.769230769230769
6621,56367,3.769230769230769
6861,62849,3.769230769230769
8433,112175,3.7666666666666666
697,915,3.7666666666666666
835,1097,3.7663934426229506
295,337,3.7662337662337664
1056,1374,3.7661290322580645
7627,88129,3.765625
3645,5014,3.764705882352941
6341,49530,3.7641509433962264
7752,91542,3.763157894736842
7587,86833,3.761904761904762
3569,4896,3.7616822429906542
5294,8798,3.7613636363636362
7452,81932,3.760869565217391
995,1298,3.760869565217391
1231,1641,3.7589285714285716
234,272,3.7580645161290325
6046,40819,3.7564102564102564
4935,7451,3.7564102564102564
4699,7025,3.75
8103,101088,3.75
7465,82378,3.75
7544,85412,3.75
418,480,3.75
7501,84189,3.75
3330,4518,3.75
3309,4484,3.75
6135,44193,3.75
7466,82459,3.75
8780,130087,3.75
5108,8154,3.75
8369,109850,3.75
4973,7647,3.75
8614,118985,3.75
6304,48598,3.75
4917,7386,3.75
8117,101741,3.75
6363,50160,3.75
8845,133712,3.75
679,897,3.75
721,941,3.75
3183,4297,3.75
8575,117545,3.75
8394,110669,3.75
8832,132660,3.75
6270,47894,3.75
5016,7820,3.75
4682,7001,3.75
1293,1727,3.75
3250,4399,3.75
1881,2501,3.75
8146,102684,3.75
3275,4440,3.75
3578,4912,3.75
4772,7118,3.75
4758,7093,3.75
8814,131826,3.75
397,456,3.75
6509,54185,3.75
5026,7841,3.75
4371,6412,3.75
6150,44613,3.75
3988,5633,3.75
4370,6410,3.75
3198,4322,3.75
429,492,3.75
3406,4640,3.75
7060,69805,3.75
3208,4339,3.75
4728,7059,3.75
8728,127204,3.75
8727,127202,3.75
4665,6981,3.75
8242,104944,3.75
8250,105250,3.75
8289,106839,3.75
4360,6385,3.75
6565,55253,3.75
6180,45175,3.75
6349,49793,3.75
8698,125974,3.75
6352,49910,3.75
4658,6970,3.75
3215,4349,3.75
1240,1650,3.75
1114,1454,3.75
6448,52644,3.75
7520,84942,3.75
8739,128360,3.75
8004,97913,3.75
8229,104457,3.75
3937,5544,3.75
5037,7889,3.75
6475,53140,3.75
4719,7050,3.75
8710,127096,3.75
7424,81132,3.75
3533,4836,3.75
2172,2889,3.75
3341,4533,3.75
7549,85774,3.75
8753,128852,3.75
5049,7930,3.75
7021,68952,3.75
4749,7084,3.75
3124,4211,3.75
6467,53022,3.75
4884,7327,3.75
6570,55272,3.75
4747,7082,3.75
7964,96691,3.75
1863,2476,3.75
4976,7657,3.75
4820,7208,3.75
2121,2819,3.75
6356,49961,3.75
6983,67665,3.75
9447,168266,3.75
2881,3859,3.75
2883,3862,3.75
5909,33880,3.75
4559,6785,3.75
5897,33683,3.75
9296,159717,3.75
2737,3679,3.75
7790,92422,3.75
5214,8530,3.75
7906,95497,3.75
2734,3676,3.75
1942,2575,3.75
189,222,3.75
9334,161127,3.75
6763,60291,3.75
9025,141749,3.75
7748,91488,3.75
4532,6732,3.75
7741,91353,3.75
741,968,3.75
5372,8973,3.75
2686,3606,3.75
9017,141408,3.75
9390,165103,3.75
7723,90866,3.75
4254,6216,3.75
9424,167036,3.75
7710,90531,3.75
5399,25788,3.75
1955,2594,3.75
4597,6858,3.75
9055,142509,3.75
7837,93805,3.75
9127,147372,3.75
2264,3007,3.75
273,314,3.75
1818,2419,3.75
5258,8656,3.75
7344,78703,3.75
9110,146656,3.75
1854,2467,3.75
7095,70862,3.75
5973,36850,3.75
5287,8778,3.75
6697,58803,3.75
5959,36363,3.75
1368,1873,3.75
6688,58376,3.75
4121,5932,3.75
5234,8600,3.75
7880,95088,3.75
2783,3728,3.75
9071,143367,3.75
1378,1889,3.75
4279,6263,3.75
3717,5147,3.75
5924,34271,3.75
1608,2151,3.75
6736,59604,3.75
7821,93297,3.75
7820,93287,3.75
2642,3543,3.75
7287,76173,3.75
9141,148424,3.75
9454,168492,3.75
5704,27838,3.75
9635,180297,3.75
5679,27768,3.75
4627,6918,3.75
9640,181065,3.75
369,425,3.75
5673,27731,3.75
5659,27674,3.75
1504,2033,3.75
5530,26631,3.75
727,947,3.75
7553,85881,3.75
5532,26649,3.75
2217,2948,3.75
5645,27555,3.75
5638,27482,3.75
374,430,3.75
7216,73569,3.75
5629,27416,3.75
5619,27317,3.75
3843,5409,3.75
7190,72737,3.75
9702,189333,3.75
2415,3211,3.75
4302,6296,3.75
5137,8270,3.75
7202,73211,3.75
2988,4007,3.75
816,1077,3.75
5707,27850,3.75
2371,3148,3.75
54,61,3.75
5153,8363,3.75
9456,168612,3.75
2925,3928,3.75
9471,170355,3.75
7697,90374,3.75
2333,3093,3.75
6660,57772,3.75
4482,6636,3.75
7262,74791,3.75
2588,3467,3.75
7689,90057,3.75
9504,171765,3.75
7687,89939,3.75
5452,26159,3.75
2566,3436,3.75
3809,5341,3.75
6080,42191,3.75
5466,26249,3.75
1028,1341,3.75
7251,74668,3.75
3642,5011,3.75
8929,136562,3.75
6093,42730,3.75
8922,136449,3.75
2951,3963,3.75
5733,30850,3.75
6846,62383,3.75
4284,6268,3.75
1157,1527,3.7456896551724137
2916,3916,3.7439024390243905
5354,8949,3.7435897435897436
972,1274,3.7435897435897436
8377,110102,3.7419354838709675
2263,3006,3.7419354838709675
2592,3471,3.7416666666666667
1123,1466,3.7403846153846154
1438,1962,3.739130434782609
8217,104211,3.738095238095238
375,431,3.738095238095238
1546,2083,3.736842105263158
7995,97752,3.736842105263158
6910,64839,3.735294117647059
3560,4881,3.735294117647059
958,1260,3.7333333333333334
1578,2118,3.7333333333333334
2231,2968,3.731707317073171
983,1285,3.731707317073171
1529,2065,3.730769230769231
4853,7265,3.730769230769231
6260,47629,3.730769230769231
2290,3039,3.730769230769231
973,1275,3.7291666666666665
7679,89774,3.727272727272727
8674,122906,3.727272727272727
4155,5991,3.7244897959183674
4328,6333,3.723684210526316
8671,122900,3.7222222222222223
6276,47997,3.7222222222222223
372,428,3.7222222222222223
213,249,3.7222222222222223
3350,4553,3.7222222222222223
2405,3196,3.7222222222222223
4568,6796,3.7222222222222223
2616,3505,3.7222222222222223
1458,1982,3.7222222222222223
809,1059,3.7222222222222223
5989,37731,3.7222222222222223
4519,6708,3.7205882352941178
2586,3462,3.72
2102,2797,3.71978021978022
1574,2114,3.71875
7154,72011,3.71875
5377,8981,3.71875
8005,97921,3.716666666666667
6629,56757,3.716666666666667
8449,112556,3.7162162162162162
2996,4016,3.7162162162162162
3826,5377,3.715909090909091
2362,3134,3.7142857142857144
9434,167746,3.7142857142857144
3234,4378,3.7142857142857144
1162,1542,3.7142857142857144
7967,96737,3.7142857142857144
3470,4741,3.7142857142857144
2473,3298,3.7142857142857144
1577,2117,3.7142857142857144
2999,4019,3.7142857142857144
6497,53894,3.7142857142857144
2050,2730,3.7142857142857144
5968,36529,3.7142857142857144
5929,34323,3.7142857142857144
8863,134170,3.7142857142857144
2218,2949,3.712121212121212
3071,4128,3.7115384615384617
2380,3160,3.7115384615384617
4604,6870,3.7115384615384617
2173,2890,3.7111111111111112
885,1183,3.7111111111111112
6411,51540,3.710526315789474
5972,36708,3.7083333333333335
682,900,3.7083333333333335
2430,3244,3.7083333333333335
7669,89470,3.7083333333333335
5291,8784,3.7083333333333335
55,62,3.70625
8565,117176,3.7058823529411766
993,1296,3.7058823529411766
6360,50068,3.7058823529411766
8679,122922,3.7045454545454546
4551,6773,3.7045454545454546
7378,79702,3.7045454545454546
2509,3360,3.7045454545454546
3644,5013,3.7037037037037037
1223,1625,3.7012987012987013
37,41,3.7
6839,62250,3.7
6900,64285,3.7
17,18,3.7
347,390,3.7
4978,7698,3.7
2017,2690,3.7
5251,8638,3.7
2420,3221,3.7
2976,3992,3.7
2491,3327,3.7
6032,40414,3.7
3358,4571,3.7
1567,2106,3.7
3295,4465,3.7
6919,65130,3.7
8581,117851,3.7
5656,27660,3.7
8886,135133,3.7
2631,3526,3.7
2740,3682,3.7
2646,3548,3.7
2436,3251,3.7
4156,5992,3.7
3002,4022,3.7
1703,2291,3.7
7431,81417,3.7
5949,34542,3.7
6210,45928,3.7
6948,66097,3.7
2832,3793,3.699248120300752
1294,1729,3.6979166666666665
1321,1784,3.6979166666666665
6517,54286,3.697530864197531
2252,2991,3.6956521739130435
4440,6565,3.6944444444444446
810,1060,3.6944444444444446
2552,3421,3.693548387096774
6239,46976,3.6931818181818183
412,474,3.692857142857143
1436,1960,3.6923076923076925
361,417,3.6923076923076925
4633,6936,3.6923076923076925
6864,62999,3.6923076923076925
2912,3911,3.688679245283019
3740,5218,3.6882352941176473
4552,6774,3.6875
8299,107141,3.6875
2411,3204,3.6875
1922,2551,3.6875
853,1125,3.6875
1496,2022,3.6875
8871,134368,3.6875
1587,2130,3.6875
9629,180031,3.6875
7118,71282,3.6875
6786,60766,3.6875
955,1257,3.685185185185185
8141,102445,3.685185185185185
5361,8958,3.6842105263157894
8431,112138,3.6842105263157894
7354,79091,3.6842105263157894
3553,4873,3.6842105263157894
3623,4979,3.6838235294117645
2345,3105,3.6818181818181817
4321,6323,3.6818181818181817
6416,51662,3.68125
9203,152077,3.6785714285714284
8888,135143,3.6785714285714284
201,235,3.6785714285714284
7181,72641,3.6774193548387095
6800,61024,3.6774193548387095
2456,3271,3.676470588235294
6609,56152,3.676470588235294
6029,40278,3.676470588235294
1403,1923,3.676190476190476
994,1297,3.675
1740,2336,3.6739130434782608
1474,2000,3.6733333333333333
1760,2359,3.673076923076923
811,1061,3.6724137931034484
2510,3361,3.6714285714285713
10,11,3.6714285714285713
7260,74754,3.6666666666666665
871,1161,3.6666666666666665
6447,52604,3.6666666666666665
1538,2074,3.6666666666666665
1337,1812,3.6666666666666665
7259,74750,3.6666666666666665
7070,70183,3.6666666666666665
2425,3235,3.6666666666666665
3953,5577,3.6666666666666665
647,835,3.6666666666666665
4860,7297,3.6666666666666665
2513,3364,3.6666666666666665
1862,2475,3.6666666666666665
5485,26375,3.6666666666666665
4059,5792,3.6666666666666665
2378,3158,3.6666666666666665
9618,179401,3.6666666666666665
7936,96020,3.6666666666666665
9695,188301,3.6666666666666665
7664,89305,3.6666666666666665
1435,1959,3.6666666666666665
4871,7311,3.6666666666666665
4362,6387,3.6666666666666665
582,715,3.6666666666666665
1270,1686,3.6666666666666665
3503,4795,3.6666666666666665
663,869,3.6666666666666665
6423,51884,3.6666666666666665
8049,99145,3.6666666666666665
5670,27721,3.6666666666666665
5477,26340,3.6666666666666665
1506,2035,3.6666666666666665
3410,4644,3.6666666666666665
4643,6950,3.6666666666666665
2363,3135,3.6666666666666665
2206,2932,3.6666666666666665
4861,7299,3.6666666666666665
3022,4047,3.6666666666666665
4831,7225,3.6666666666666665
2359,3129,3.6666666666666665
2018,2691,3.6666666666666665
2375,3155,3.6666666666666665
7416,80862,3.6666666666666665
1657,2212,3.6666666666666665
5349,8939,3.6666666666666665
8536,115877,3.6666666666666665
833,1095,3.6666666666666665
2727,3668,3.6666666666666665
1361,1859,3.6666666666666665
7082,70521,3.6666666666666665
782,1024,3.6666666666666665
437,501,3.6666666666666665
7112,71211,3.6666666666666665
5344,8928,3.6666666666666665
4698,7024,3.6666666666666665
5086,8044,3.6666666666666665
5877,33421,3.6666666666666665
1133,1484,3.6666666666666665
3881,5460,3.6666666666666665
5082,8033,3.6666666666666665
430,493,3.6666666666666665
3655,5034,3.6666666666666665
164,194,3.6666666666666665
4968,7619,3.6666666666666665
5197,8491,3.6666666666666665
2157,2874,3.6666666666666665
4992,7728,3.6666666666666665
3203,4329,3.6666666666666665
5075,8012,3.6666666666666665
5050,7932,3.6666666666666665
264,304,3.6666666666666665
2827,3788,3.6666666666666665
7861,94503,3.6666666666666665
245,283,3.6666666666666665
2270,3015,3.6666666666666665
3584,4920,3.6666666666666665
4418,6536,3.6666666666666665
3159,4256,3.6666666666666665
5943,34528,3.6666666666666665
5014,7812,3.6666666666666665
7058,69757,3.6666666666666665
3680,5075,3.6666666666666665
2283,3032,3.6666666666666665
5070,7991,3.6666666666666665
6175,45028,3.6666666666666665
9284,158972,3.6666666666666665
8552,116799,3.6666666666666665
5332,8908,3.6666666666666665
4960,7579,3.6666666666666665
7763,91690,3.6666666666666665
5803,32022,3.6666666666666665
3265,4427,3.6666666666666665
7363,79274,3.6666666666666665
2648,3550,3.6666666666666665
6052,40959,3.6666666666666665
1020,1332,3.6666666666666665
2656,3559,3.6666666666666665
6354,49932,3.6666666666666665
677,893,3.6666666666666665
6324,49130,3.6666666666666665
9419,166635,3.6666666666666665
1717,2310,3.6666666666666665
2915,3915,3.6666666666666665
2337,3097,3.6666666666666665
2601,3481,3.6666666666666665
7713,90603,3.6666666666666665
3263,4424,3.6666666666666665
1731,2327,3.6666666666666665
4057,5788,3.6666666666666665
1959,2599,3.6607142857142856
7756,91630,3.659090909090909
2486,3317,3.659090909090909
890,1188,3.659090909090909
633,805,3.657142857142857
952,1254,3.65625
8988,140110,3.6538461538461537
852,1124,3.6538461538461537
2100,2795,3.6538461538461537
6464,52973,3.6538461538461537
2192,2916,3.653409090909091
1186,1584,3.652439024390244
32,34,3.65234375
7289,76251,3.6511627906976742
2796,3742,3.65
1258,1674,3.65
7059,69784,3.65
3549,4865,3.65
4788,7149,3.6470588235294117
8421,111781,3.6470588235294117
2338,3098,3.6458333333333335
2078,2763,3.6458333333333335
2300,3052,3.6455696202531644
702,920,3.6444444444444444
3869,5446,3.642857142857143
6441,52328,3.642857142857143
8286,106766,3.642857142857143
7102,71057,3.642857142857143
6939,65682,3.642857142857143
9279,158872,3.642857142857143
3431,4681,3.642857142857143
1424,1948,3.642857142857143
3018,4041,3.642857142857143
3285,4450,3.642857142857143
1708,2297,3.642857142857143
3413,4649,3.642857142857143
533,628,3.642857142857143
7961,96610,3.640625
592,733,3.6404958677685952
2156,2872,3.64
1767,2366,3.64
1575,2115,3.638888888888889
4640,6947,3.638888888888889
3868,5445,3.6375
2344,3104,3.6363636363636362
3602,4954,3.6363636363636362
8953,137857,3.6363636363636362
8577,117590,3.6363636363636362
9288,159093,3.6363636363636362
331,373,3.6363636363636362
134,161,3.6359223300970873
8277,106487,3.6346153846153846
5998,38038,3.6333333333333333
9444,168250,3.6333333333333333
7684,89864,3.6315789473684212
7026,69122,3.6315789473684212
7439,81591,3.630952380952381
4842,7254,3.630434782608696
883,1179,3.6296296296296298
8008,97938,3.629032258064516
4931,7445,3.6285714285714286
3456,4720,3.6272727272727274
7606,87304,3.625
6879,63479,3.625
3614,4969,3.625
732,952,3.625
3510,4803,3.625
8086,100507,3.625
4430,6552,3.625
6870,63131,3.625
3473,4745,3.625
4521,6710,3.625
7949,96432,3.625
7958,96588,3.625
4531,6731,3.625
4593,6852,3.625
7631,88235,3.625
3380,4605,3.625
4030,5712,3.625
2307,3061,3.625
1442,1966,3.625
931,1232,3.625
2949,3959,3.625
8268,105954,3.625
8267,105844,3.625
3242,4389,3.625
1634,2181,3.625
9335,161131,3.625
4309,6303,3.625
389,448,3.625
6463,52967,3.625
24,25,3.625
5002,7762,3.625
5203,8501,3.625
7085,70565,3.625
3104,4175,3.625
9305,160271,3.625
2320,3076,3.625
2873,3846,3.625
420,482,3.625
3274,4439,3.625
1711,2301,3.625
1612,2155,3.625
2404,3194,3.625
3460,4725,3.625
3152,4246,3.623076923076923
4010,5673,3.621212121212121
8285,106696,3.6206896551724137
6513,54272,3.619565217391304
6729,59369,3.619047619047619
1585,2125,3.619047619047619
4355,6378,3.6186440677966103
6912,64969,3.6176470588235294
7521,84944,3.6176470588235294
5124,8228,3.6176470588235294
511,594,3.616883116883117
781,1023,3.6153846153846154
6677,58295,3.6153846153846154
443,508,3.6136363636363638
8678,122920,3.6136363636363638
5716,27904,3.6136363636363638
191,224,3.6125
4856,7285,3.611111111111111
966,1268,3.611111111111111
5997,37857,3.611111111111111
2625,3515,3.611111111111111
3934,5540,3.611111111111111
1145,1500,3.610169491525424
5370,8970,3.609375
311,353,3.609375
8176,103228,3.607142857142857
467,534,3.607142857142857
1985,2640,3.6065573770491803
6288,48304,3.6052631578947367
307,349,3.6045454545454545
450,515,3.6041666666666665
3700,5110,3.6041666666666665
2386,3168,3.603448275862069
7195,72998,3.6030927835051547
6512,54259,3.6029411764705883
7545,85414,3.6029411764705883
1423,1947,3.6029411764705883
1021,1333,3.602272727272727
1601,2144,3.6020408163265305
2151,2866,3.6
3187,4304,3.6
1691,2275,3.6
4530,6724,3.6
1702,2290,3.6
2296,3045,3.6
1713,2303,3.6
2197,2922,3.6
2056,2736,3.6
7506,84392,3.6
4587,6832,3.6
889,1187,3.6
278,319,3.6
1993,2654,3.6
1872,2491,3.6
1264,1680,3.6
4420,6538,3.6
2781,3726,3.6
6092,42728,3.6
7103,71106,3.6
208,242,3.6
4555,6777,3.6
1537,2073,3.6
7712,90600,3.6
3987,5632,3.6
2005,2670,3.6
4163,6003,3.6
3294,4464,3.6
4310,6305,3.6
4004,5666,3.6
7438,81564,3.6
4070,5816,3.5980392156862746
303,345,3.5972222222222223
6466,53000,3.5952380952380953
7607,87306,3.5952380952380953
6911,64957,3.5945945945945947
1072,1393,3.5941176470588236
3202,4327,3.59375
1306,1753,3.59375
2437,3252,3.5925925925925926
896,1194,3.590909090909091
6443,52435,3.590909090909091
2533,3396,3.590909090909091
3191,4308,3.590909090909091
3662,5049,3.590909090909091
3201,4326,3.590909090909091
6182,45186,3.5892857142857144
1718,2311,3.588235294117647
888,1186,3.5869565217391304
108,125,3.5833333333333335
821,1082,3.5833333333333335
4941,7460,3.5833333333333335
8726,127198,3.5833333333333335
2540,3404,3.5833333333333335
7550,85780,3.5833333333333335
4601,6867,3.5833333333333335
7024,69069,3.5833333333333335
6060,41571,3.5833333333333335
2152,2867,3.5833333333333335
5368,8968,3.5833333333333335
306,348,3.5833333333333335
1049,1365,3.5833333333333335
7733,91128,3.5833333333333335
9348,162350,3.5833333333333335
2709,3639,3.5833333333333335
471,538,3.5833333333333335
2632,3527,3.581967213114754
1616,2161,3.5813953488372094
783,1025,3.58
8278,106489,3.58
2391,3175,3.58
5791,31878,3.5789473684210527
8182,103335,3.5789473684210527
8234,104841,3.578125
6211,45950,3.576923076923077
9256,157296,3.576923076923077
1230,1639,3.576923076923077
2048,2728,3.576923076923077
5150,8360,3.5760869565217392
790,1033,3.575
1099,1429,3.575
3393,4623,3.575
1549,2087,3.573170731707317
2248,2987,3.5721649484536084
5249,8633,3.5714285714285716
5946,34534,3.5714285714285716
6440,52319,3.5714285714285716
5967,36527,3.5714285714285716
3450,4713,3.5714285714285716
2188,2907,3.5714285714285716
1427,1951,3.5714285714285716
7343,78637,3.5714285714285716
521,609,3.5714285714285716
3916,5508,3.5714285714285716
4702,7028,3.5714285714285716
6854,62644,3.5714285714285716
6290,48322,3.5714285714285716
2342,3102,3.5714285714285716
1479,2005,3.5701754385964914
1822,2423,3.566666666666667
1389,1907,3.566666666666667
5217,8533,3.5657894736842106
1819,2420,3.5657894736842106
2475,3300,3.5641025641025643
1847,2457,3.5625
8991,140174,3.5625
250,289,3.5625
6016,39381,3.5625
4099,5882,3.5625
8133,102125,3.5625
2622,3512,3.5625
3024,4052,3.5625
2942,3950,3.5625
7715,90647,3.5625
9339,161582,3.5625
3050,4090,3.5625
6397,51080,3.5625
5347,8937,3.5625
6574,55280,3.5625
1516,2048,3.5625
136,163,3.5606060606060606
7591,86882,3.56
6203,45720,3.5588235294117645
7863,94677,3.5588235294117645
6011,39183,3.5588235294117645
2596,3476,3.5576923076923075
4977,7669,3.5555555555555554
138,165,3.5555555555555554
4134,5955,3.5555555555555554
3172,4280,3.5555555555555554
2452,3267,3.5555555555555554
1636,2183,3.5555555555555554
4619,6890,3.5555555555555554
6041,40629,3.5555555555555554
2316,3072,3.5555555555555554
5916,34072,3.5555555555555554
483,551,3.553763440860215
6784,60756,3.5535714285714284
4858,7293,3.5531914893617023
2802,3751,3.551282051282051
5212,8528,3.551282051282051
2189,2908,3.551282051282051
6992,68135,3.55
5994,37830,3.55
7330,78209,3.55
409,471,3.55
1802,2403,3.55
4782,7137,3.55
2312,3067,3.55
281,322,3.55
3283,4448,3.55
8142,102481,3.55
2314,3070,3.5476190476190474
2250,2989,3.5476190476190474
1594,2137,3.5476190476190474
5955,35836,3.5472972972972974
7628,88140,3.546875
383,440,3.5460526315789473
522,610,3.5454545454545454
8977,139644,3.5454545454545454
6438,52287,3.5454545454545454
3998,5650,3.5454545454545454
6887,63876,3.5454545454545454
124,151,3.5454545454545454
2401,3189,3.5454545454545454
6044,40732,3.5454545454545454
1795,2395,3.544642857142857
1597,2140,3.5441176470588234
99,112,3.5434782608695654
489,562,3.5434782608695654
6734,59501,3.5416666666666665
2693,3618,3.5416666666666665
2221,2952,3.5416666666666665
820,1081,3.5416666666666665
444,509,3.540983606557377
3814,5349,3.540983606557377
