,movie_a,movie_b,count
7405728,2606,480,13
7406809,2606,2571,13
7407356,2606,3793,13
5790291,2060,2683,13
5790204,2060,2502,13
5789483,2060,1210,13
5784788,2059,588,13
5789470,2060,1196,13
5788881,2060,47,13
5789004,2060,260,13
5789063,2060,356,13
5821712,2072,2571,13
5821899,2072,2918,13
5822396,2072,3793,13
5821740,2072,2628,13
5124549,1833,260,13
714689,218,165,13
535593,162,32,13
2847596,1019,1210,13
2847600,1019,1214,13
2847668,1019,1291,13
2847467,1019,924,13
2847562,1019,1127,13
2847584,1019,1196,13
4721591,1635,1089,13
2847164,1019,260,13
4721599,1635,1097,13
2847586,1019,1198,13
4721463,1635,904,13
4721097,1635,260,13
4721285,1635,527,13
4721974,1635,1704,13
4722069,1635,1923,13
714799,218,316,13
714839,218,367,13
714893,218,457,13
714818,218,344,13
19494395,45666,6365,13
10263841,3791,480,13
10263697,3791,260,13
10264174,3791,1097,13
10263990,3791,780,13
10952463,4054,2571,13
10953709,4054,5816,13
10756683,3999,3578,13
10756318,3999,2571,13
13435354,5419,1198,13
10953190,4054,4306,13
10953077,4054,4022,13
10264216,3791,1196,13
14103251,5878,2858,13
14103123,5878,2571,13
11543197,4351,1291,13
11543123,4351,1210,13
11543544,4351,2028,13
11542779,4351,480,13
11542640,4351,260,13
9443232,3440,592,13
14101797,5878,47,13
14102112,5878,593,13
11542850,4351,592,13
12146548,4677,356,13
10265100,3791,2628,13
10265072,3791,2571,13
19494062,45666,5378,13
10951537,4054,593,13
19493877,45666,4886,13
10264451,3791,1580,13
20673307,56145,4993,13
20673511,56145,5952,13
20671431,56145,260,13
20671456,56145,318,13
20671479,56145,356,13
20671592,56145,593,13
9428160,3435,2858,13
9428092,3435,2716,13
9428122,3435,2762,13
19492843,45666,2571,13
9428015,3435,2571,13
20673784,56145,7153,13
9427278,3435,1234,13
9427310,3435,1270,13
11923392,4558,5952,13
11923089,4558,4993,13
21846412,71530,122882,13
17322772,8861,7153,13
17322503,8861,5952,13
8547294,3060,260,13
21680697,69644,4306,13
17322304,8861,4993,13
471592,147,593,13
13434799,5419,1,13
8214750,2942,356,13
8215435,2942,1580,13
8214833,2942,480,13
8215165,2942,1097,13
11920626,4558,1,13
471233,147,50,13
471400,147,318,13
9504789,3468,2571,13
12156682,4679,296,13
19946910,49651,44665,13
20355227,53894,47,13
8966714,3246,2959,13
12156721,4679,356,13
19946755,49651,33794,13
118050,23,457,13
118065,23,480,13
118130,23,588,13
20355371,53894,318,13
8965807,3246,1208,13
16908528,8366,3793,13
16907815,8366,2291,13
16908093,8366,2858,13
16908579,8366,3897,13
8613853,3083,858,13
8613774,3083,608,13
8977010,3248,296,13
8976880,3248,47,13
8977214,3248,648,13
8977063,3248,380,13
8977052,3248,367,13
8614048,3083,1206,13
12156535,4679,47,13
19271250,43928,44191,13
8071511,2881,2699,13
8071583,2881,2858,13
14002887,5791,296,13
12157965,4679,2571,13
14004031,5791,2571,13
14004160,5791,2858,13
12158165,4679,2959,13
17373298,8907,4993,13
12158138,4679,2918,13
17373262,8907,4896,13
17371871,8907,1196,13
17371497,8907,260,13
8924886,3213,1210,13
8925578,3213,2571,13
8925653,3213,2762,13
8924874,3213,1196,13
8924574,3213,457,13
8924472,3213,260,13
13995280,5785,2959,13
13995764,5785,4226,13
19270541,43928,7153,13
13994166,5785,356,13
17373858,8907,7153,13
19270798,43928,8961,13
19271036,43928,32587,13
12158184,4679,2997,13
13996268,5785,5816,13
17373565,8907,5952,13
17373538,8907,5816,13
13996005,5785,4963,13
13996304,5785,5952,13
13996417,5785,6365,13
20844558,58293,1210,13
20844388,58293,780,13
14909619,6440,608,13
9996791,3686,2858,13
8965617,3246,858,13
8965536,3246,608,13
8965528,3246,593,13
8628072,3089,912,13
8965502,3246,541,13
8628153,3089,1089,13
8627899,3089,356,13
12156939,4679,780,13
8627856,3089,260,13
8627990,3089,593,13
12157437,4679,1682,13
9995486,3686,480,13
9995568,3686,608,13
14911752,6440,4973,13
9995882,3686,1240,13
9995842,3686,1196,13
9995855,3686,1210,13
14911437,6440,4226,13
12157359,4679,1517,13
8926072,3213,3793,13
14909897,6440,1208,13
14909895,6440,1206,13
21115491,60950,68954,13
14909911,6440,1222,13
9996653,3686,2571,13
14909741,6440,924,13
14909837,6440,1089,13
20104447,51412,4993,13
12148365,4677,4027,13
10535248,3917,593,13
12147752,4677,2716,13
10535256,3917,608,13
12147690,4677,2571,13
10535382,3917,924,13
10535045,3917,260,13
10535063,3917,296,13
10535118,3917,380,13
12149507,4677,7153,13
8113146,2901,1270,13
21647357,69406,33679,13
21647371,69406,34162,13
21647313,69406,31685,13
21646339,69406,4306,13
20103600,51412,2858,13
9446690,3441,110,13
8132729,2912,1617,13
9446977,3441,592,13
9446776,3441,260,13
9446794,3441,296,13
9446830,3441,356,13
9443637,3440,1580,13
9443888,3440,2115,13
21149197,61240,6874,13
21148415,61240,4306,13
8131952,2912,296,13
20105712,51412,44191,13
21149484,61240,8874,13
10535511,3917,1200,13
20105528,51412,32587,13
9447275,3441,1210,13
20105884,51412,51662,13
9447477,3441,1580,13
9447265,3441,1198,13
8132408,2912,1089,13
8132129,2912,541,13
20102421,51412,260,13
20102469,51412,356,13
20102436,51412,296,13
20102315,51412,47,13
11123131,4144,2571,13
14278185,5992,2959,13
14277775,5992,2174,13
14278819,5992,4306,13
26194154,176371,72998,13
21776108,71057,60069,13
21776071,71057,58559,13
8374639,2995,2571,13
21775151,71057,6539,13
21774800,71057,4306,13
26194060,176371,68954,13
9242154,3355,1200,13
9241597,3355,47,13
9241587,3355,32,13
10679423,3980,318,13
10679397,3980,260,13
9242110,3355,1089,13
9242207,3355,1258,13
311489,76,780,13
10680475,3980,2571,13
10681106,3980,4022,13
26192887,176371,7153,13
20721263,56587,356,13
20721772,56587,1580,13
8456726,3030,608,13
8456555,3030,296,13
10652857,3972,3793,13
45102,9,95,13
14308400,6003,4027,13
10668482,3978,260,13
8457226,3030,1617,13
213338,46,356,13
318826,79,648,13
339541,88,780,13
13404807,5400,7153,13
17143540,8638,356,13
11608841,4378,541,13
17144702,8638,2571,13
11609178,4378,1198,13
12809276,5014,4993,13
11609123,4378,1089,13
11610925,4378,4226,13
21395813,65230,4306,13
339313,88,356,13
11610016,4378,2571,13
12809015,5014,4022,13
12809485,5014,5952,13
12809460,5014,5816,13
12809066,5014,4226,13
12809094,5014,4306,13
12809246,5014,4896,13
17150768,8640,5952,13
17150509,8640,4993,13
318504,79,95,13
11608644,4378,260,13
318441,79,6,13
318465,79,32,13
21842271,71530,356,13
21842229,71530,260,13
21842582,71530,1210,13
21842570,71530,1196,13
19524588,45728,6874,13
21845423,71530,68954,13
21845282,71530,60069,13
21845267,71530,59315,13
21845520,71530,72998,13
21238763,62849,58559,13
9034987,3258,1240,13
9035011,3258,1265,13
14669143,6296,2959,13
9034577,3258,500,13
9034638,3258,589,13
21238304,62849,33794,13
21238576,62849,51255,13
21238581,62849,51662,13
14667773,6296,260,13
21236880,62849,2858,13
21236786,62849,2571,13
21235991,62849,296,13
21236016,62849,356,13
21235979,62849,260,13
21237241,62849,4011,13
339149,88,104,13
311037,76,6,13
17851434,26776,1196,13
19522960,45728,2571,13
17851034,26776,260,13
17851049,26776,296,13
17851080,26776,356,13
21800515,71264,1,13
17854639,26776,48394,13
17853772,26776,7153,13
21802349,71264,50872,13
21802136,71264,33794,13
17852118,26776,2571,13
21802841,71264,79132,13
17853366,26776,5971,13
21800835,71264,1270,13
21801469,71264,4306,13
101446,20,47,13
101719,20,589,13
101609,20,380,13
101559,20,296,13
20765902,56949,40815,13
20765457,56949,6377,13
17151042,8640,7153,13
12833390,5026,2762,13
14221759,5957,5299,13
12833306,5026,2571,13
10131643,3735,2858,13
14220871,5957,2959,13
12833480,5026,2959,13
450902,140,780,13
12833755,5026,3578,13
12833943,5026,3994,13
12833944,5026,3996,13
12834054,5026,4226,13
450890,140,736,13
10130654,3735,1089,13
20764356,56949,588,13
12832202,5026,318,13
10130067,3735,50,13
12832364,5026,589,13
16317009,7347,32,13
22166421,77455,318,13
332243,86,780,13
19543686,45950,47,13
17517500,8981,356,13
17517461,8981,296,13
9669916,3526,3421,13
7860590,2792,2858,13
19446007,45431,5349,13
9668669,3526,1210,13
19445924,45431,4963,13
17517315,8981,50,13
7859139,2792,296,13
7859326,2792,589,13
7859686,2792,1270,13
10371056,3836,1210,13
19745729,48043,32587,13
10371067,3836,1221,13
10371044,3836,1196,13
10371046,3836,1198,13
17521109,8981,46578,13
19745947,48043,44191,13
19745432,48043,8874,13
15107139,6586,4886,13
15107096,6586,4718,13
15107241,6586,5445,13
15107165,6586,4993,13
10370769,3836,608,13
10370760,3836,593,13
19544499,45950,1580,13
10370858,3836,858,13
19445447,45431,3114,13
17519367,8981,4306,13
19445631,45431,3793,13
10371263,3836,1580,13
19746060,48043,48394,13
11830126,4499,608,13
21507695,67734,59315,13
11314950,4238,296,13
11830055,4499,480,13
8779291,3156,2959,13
11494386,4327,780,13
8778659,3156,1580,13
11315076,4238,593,13
16267925,7318,356,13
11830386,4499,1198,13
11830203,4499,858,13
11830337,4499,1089,13
8782329,3157,318,13
21038595,60126,2571,13
21038161,60126,1682,13
21039474,60126,4886,13
8782302,3157,260,13
7870271,2794,2628,13
7870464,2794,2987,13
8782186,3157,34,13
18843308,37384,104,13
18843449,37384,356,13
15272584,6709,1270,13
16263463,7317,356,13
8845418,3178,1610,13
11315457,4238,1580,13
8846995,3178,4993,13
11315243,4238,1089,13
16265742,7317,6874,13
11315275,4238,1196,13
15273223,6709,2571,13
16266737,7317,68954,13
15272137,6709,356,13
15272214,6709,480,13
16264398,7317,2571,13
16265371,7317,5445,13
15272111,6709,318,13
7868901,2794,260,13
11494115,4327,260,13
9668223,3526,356,13
19446026,45431,5445,13
8789814,3159,4306,13
8782901,3157,1580,13
19446207,45431,6539,13
8782776,3157,1265,13
7869472,2794,1270,13
7869406,2794,1196,13
8783447,3157,2716,13
19446183,45431,6377,13
7869247,2794,919,13
7869112,2794,592,13
7869944,2794,2115,13
11494320,4327,593,13
7869729,2794,1784,13
17540382,8985,8961,13
17540296,8985,8528,13
17539487,8985,4993,13
17539565,8985,5254,13
17539642,8985,5445,13
17539612,8985,5378,13
17539224,8985,4270,13
17539942,8985,6539,13
10928252,4041,260,13
16431063,7439,589,13
12533578,4887,3578,13
16431128,7439,780,13
8815987,3173,110,13
16430944,7439,377,13
8704700,3113,2762,13
8816092,3173,296,13
16430902,7439,318,13
22135379,76175,5952,13
8816714,3173,1580,13
22135220,76175,4993,13
22135578,76175,7153,13
8703525,3113,541,13
8816515,3173,1196,13
8816335,3173,780,13
12534288,4887,5445,13
12534117,4887,4963,13
10928303,4041,356,13
20999448,59900,356,13
7736132,2735,356,13
7736087,2735,296,13
10370577,3836,296,13
10326080,3821,4306,13
7737038,2735,2000,13
7737640,2735,2987,13
7737446,2735,2628,13
7737420,2735,2571,13
16361449,7367,58559,13
373408,100,6,13
16360363,7367,6539,13
16360462,7367,6874,13
16360181,7367,5816,13
16360951,7367,33794,13
12533159,4887,2571,13
8817292,3173,2716,13
12532716,4887,1676,13
22136558,76175,72998,13
10325204,3821,1682,13
10324835,3821,593,13
9804776,3591,2571,13
16486979,7482,1240,13
433160,122,592,13
8751836,3146,2628,13
16487804,7482,2959,13
20583726,55276,58559,13
8751810,3146,2571,13
9804142,3591,1580,13
20849822,58295,2571,13
19269328,43928,3578,13
16487715,7482,2762,13
68342,14,736,13
67988,14,62,13
19268919,43928,2571,13
13202599,5291,2762,13
19268996,43928,2762,13
9805456,3591,3793,13
16486637,7482,480,13
20582727,55276,6874,13
8751123,3146,1270,13
21992619,73321,72998,13
16036048,7149,7153,13
10402146,3852,4993,13
16035701,7149,5952,13
20084099,51086,4993,13
13938377,5690,593,13
10401675,3852,3996,13
10401801,3852,4226,13
20083356,51086,2959,13
9943325,3668,260,13
20083856,51086,4306,13
9943380,3668,356,13
9803906,3591,1196,13
20084714,51086,7153,13
9803882,3591,1136,13
9803862,3591,1097,13
19269415,43928,3793,13
9803968,3591,1265,13
20847582,58293,60069,13
20197603,52328,2571,13
10918520,4039,4896,13
9558040,3483,3114,13
12701843,4974,6539,13
12701959,4974,6874,13
10922781,4040,1265,13
8891037,3198,5952,13
20581944,55276,4226,13
8890686,3198,4993,13
7950174,2819,2571,13
12701532,4974,5445,13
7949594,2819,1580,13
10826028,4017,356,13
12701355,4974,4963,13
7949034,2819,541,13
7948989,2819,480,13
7948907,2819,356,13
133586,26,318,13
12700350,4974,2571,13
10922218,4040,260,13
10922276,4040,356,13
16062185,7156,296,13
20197731,52328,2959,13
20924139,59022,8807,13
68010,14,95,13
8888327,3198,296,13
68294,14,608,13
8888762,3198,1198,13
8888488,3198,593,13
20580498,55276,593,13
16034436,7149,2571,13
432808,122,47,13
15124275,6595,1291,13
15125372,6595,3977,13
10479971,3893,3793,13
19270008,43928,5349,13
7906082,2802,2762,13
7904653,2802,260,13
7905169,2802,1196,13
10478164,3893,296,13
9614911,3507,593,13
18847016,37384,52973,13
9615008,3507,858,13
9532378,3477,2011,13
19270187,43928,5952,13
9615160,3507,1136,13
9614726,3507,296,13
10479371,3893,2571,13
10479567,3893,2959,13
20846437,58293,6539,13
10479432,3893,2716,13
9614706,3507,260,13
9614763,3507,356,13
9531991,3477,1265,13
16215626,7265,296,13
21063837,60397,356,13
20082190,51086,318,13
10916114,4039,364,13
21989230,73321,296,13
21989261,73321,356,13
16839928,8228,750,13
15274402,6709,5445,13
20082817,51086,1721,13
21989372,73321,593,13
9933177,3654,1196,13
16839895,8228,608,13
12678771,4967,2858,13
12678646,4967,2571,13
15274564,6709,5989,13
16033490,7149,597,13
15274551,6709,5952,13
20082756,51086,1580,13
11494597,4327,1198,13
10916386,4039,919,13
20846021,58293,4993,13
15273932,6709,4226,13
61510,12,780,13
16839972,8228,912,13
9933189,3654,1210,13
10916260,4039,595,13
7908940,2803,1198,13
16033829,7149,1307,13
61643,12,1073,13
19680213,47518,356,13
10916680,4039,1380,13
11494600,4327,1201,13
12677487,4967,296,13
19522451,45728,1580,12
3009620,1064,1073,12
6572757,2325,2858,12
19523119,45728,2959,12
6571501,2325,296,12
6571920,2325,1196,12
6571687,2325,608,12
18730058,34520,45447,12
18729890,34520,34162,12
6532697,2313,1270,12
11147262,4153,4022,12
213490,46,587,12
213495,46,593,12
11147165,4153,3793,12
213494,46,592,12
6532584,2313,1097,12
6532629,2313,1196,12
6532668,2313,1240,12
26012628,168250,356,12
11494134,4327,296,12
213287,46,296,12
8789976,3159,5349,12
8790060,3159,5952,12
8789923,3159,4993,12
11495045,4327,2028,12
11493989,4327,50,12
10400966,3852,2571,12
11494864,4327,1682,12
8788508,3159,364,12
11494251,4327,480,12
8788504,3159,356,12
8789304,3159,2571,12
8789368,3159,2762,12
10400243,3852,1265,12
25241345,135536,112852,12
25240670,135536,79132,12
25240355,135536,59315,12
25240337,135536,58559,12
25239904,135536,33794,12
23032995,90405,79132,12
20196755,52328,356,12
19367479,44761,6874,12
20197061,52328,1198,12
20197059,52328,1196,12
23032910,90405,71535,12
20196733,52328,318,12
10401165,3852,2959,12
20196713,52328,260,12
10401571,3852,3793,12
10401475,3852,3578,12
23030568,90405,2959,12
10401619,3852,3897,12
10401674,3852,3994,12
23030423,90405,2571,12
23032712,90405,58559,12
23029808,90405,1198,12
23029452,90405,356,12
18844157,37384,1923,12
18844547,37384,2706,12
18845820,37384,6188,12
18846662,37384,35836,12
18845046,37384,3948,12
213170,46,150,12
18847057,37384,54503,12
11145873,4153,356,12
19521678,45728,47,12
11145838,4153,260,12
11146163,4153,1196,12
19522244,45728,1196,12
19522223,45728,1136,12
3009264,1064,296,12
19367341,44761,6539,12
9097167,3270,2012,12
20199531,52328,48516,12
19521798,45728,260,12
19522056,45728,780,12
71074,15,367,12
20198124,52328,4226,12
20721116,56587,47,12
20198791,52328,7153,12
213420,46,480,12
70819,15,10,12
213360,46,380,12
4897619,1702,2959,12
4897502,1702,2628,12
4898002,1702,4306,12
19364264,44761,260,12
23721704,99007,79132,12
19364134,44761,47,12
19364401,44761,480,12
23729055,99112,5952,12
23729709,99112,33794,12
23728795,99112,4993,12
23730144,99112,58559,12
23730482,99112,79132,12
19364283,44761,296,12
19364294,44761,318,12
11123307,4144,2959,12
23721365,99007,58559,12
11121988,4144,296,12
23719419,99007,2571,12
23720394,99007,6539,12
11123879,4144,4226,12
19365042,44761,1682,12
20674538,56145,48780,12
20674784,56145,60069,12
874165,267,47,12
874204,267,110,12
874126,267,2,12
19364540,44761,780,12
19364681,44761,1036,12
6349376,2247,2918,12
6349340,2247,2858,12
6347902,2247,356,12
10312810,3812,260,12
14868328,6385,1,12
14868679,6385,608,12
14868515,6385,318,12
14870739,6385,4886,12
14870507,6385,4306,12
8965411,3246,356,12
23715244,98961,58559,12
10312986,3812,593,12
23715521,98961,79132,12
23718559,99007,318,12
14909863,6440,1136,12
14871333,6385,6539,12
23714277,98961,5989,12
8924356,3213,32,12
8924528,3213,367,12
8924331,3213,1,12
19941736,49649,7153,12
8888195,3198,50,12
19941104,49649,4993,12
19941390,49649,5952,12
19941551,49649,6539,12
19941066,49649,4896,12
23712109,98961,50,12
23712254,98961,356,12
23712450,98961,858,12
8890359,3198,4226,12
8889526,3198,2571,12
8889716,3198,2959,12
8890031,3198,3578,12
18790735,36517,4995,12
18789623,36517,2571,12
14667951,6296,586,12
14668068,6296,919,12
14667620,6296,1,12
14667894,6296,480,12
14667964,6296,608,12
8817775,3173,3755,12
339249,88,260,12
4950446,1726,1270,12
19524473,45728,6539,12
3463548,1217,223,12
3463645,1217,356,12
339396,88,480,12
19547772,45950,44191,12
6492813,2297,2571,12
18823171,36708,5418,12
15039465,6550,5218,12
6492993,2297,2987,12
339073,88,1,12
3465056,1217,2858,12
15039301,6550,4306,12
339744,88,1210,12
3464112,1217,1206,12
339796,88,1270,12
18821094,36708,260,12
13174633,5267,318,12
18821226,36708,500,12
18821159,36708,377,12
13174668,5267,377,12
18820988,36708,47,12
13174717,5267,480,12
18821669,36708,1580,12
3962948,1327,296,12
19543811,45950,260,12
18821491,36708,1196,12
332229,86,736,12
13176731,5267,5349,12
13176737,5267,5378,12
13176623,5267,4993,12
13176768,5267,5445,12
13175177,5267,1580,12
13175368,5267,2028,12
13176271,5267,4022,12
331876,86,110,12
19545027,45950,2571,12
18822288,36708,2959,12
19545213,45950,2959,12
22962970,89470,79132,12
3963408,1327,1240,12
22962575,89470,58559,12
3963426,1327,1258,12
3964163,1327,2571,12
19543866,45950,356,12
22959973,89470,2571,12
22959049,89470,593,12
18822181,36708,2706,12
18822158,36708,2628,12
19544285,45950,1196,12
14745802,6331,1136,12
20084633,51086,6874,12
24455000,111743,68954,12
9943882,3668,1265,12
9943831,3668,1210,12
9944740,3668,2797,12
9944696,3668,2716,12
9932848,3654,480,12
9933106,3654,1036,12
9933181,3654,1200,12
11237791,4214,260,12
9943523,3668,593,12
9943627,3668,858,12
9943654,3668,912,12
9933386,3654,1580,12
9558326,3483,3793,12
9558306,3483,3751,12
9558553,3483,4306,12
9556548,3483,1,12
9557080,3483,1097,12
9668300,3526,480,12
9668032,3526,32,12
9668004,3526,1,12
9669579,3526,2797,12
20067858,51077,356,12
9615183,3507,1193,12
9615254,3507,1270,12
9615030,3507,912,12
2704383,952,592,12
2698997,951,593,12
2705161,952,2115,12
2699095,951,858,12
2699004,951,608,12
2699384,951,1307,12
2699333,951,1252,12
2699382,951,1304,12
21065792,60397,6377,12
21066121,60397,8961,12
21065273,60397,4306,12
21065431,60397,4896,12
21066754,60397,68954,12
21066912,60397,81845,12
767715,234,356,12
642349,194,1,12
20818296,58047,356,12
9487951,3461,593,12
2847216,1019,356,12
4063783,1359,2,12
20819724,58047,4306,12
4063994,1359,380,12
642709,194,592,12
2309667,798,1210,12
2309284,798,260,12
9532936,3477,2959,12
9532911,3477,2918,12
9532876,3477,2858,12
20846603,58293,7153,12
20846528,58293,6874,12
9531996,3477,1270,12
9532735,3477,2571,12
9532379,3477,2012,12
9532456,3477,2115,12
9531502,3477,356,12
20850765,58295,4993,12
20850749,58295,4963,12
20848742,58295,318,12
20848730,58295,296,12
20849101,58295,1089,12
20852031,58295,44199,12
20852137,58295,48516,12
20851223,58295,6539,12
20851469,58295,7361,12
9996064,3686,1573,12
2376700,836,733,12
2787658,999,296,12
2787876,999,608,12
9996679,3686,2628,12
21115351,60950,58559,12
2787494,999,50,12
2376702,836,736,12
21114611,60950,6377,12
2376913,836,1210,12
2392324,839,1210,12
2392124,839,736,12
2392068,839,592,12
2391855,839,260,12
2391678,839,1,12
2391708,839,32,12
21113930,60950,2858,12
5289466,1916,260,12
21113187,60950,356,12
14003319,5791,1206,12
14002751,5791,47,12
14002920,5791,356,12
14003050,5791,593,12
14005099,5791,4995,12
5421266,1955,1193,12
5420815,1955,260,12
20975418,59501,8368,12
5532340,1991,1196,12
5532354,1991,1214,12
133571,26,296,12
20921654,59022,356,12
133672,26,457,12
20924355,59022,33794,12
20924386,59022,35836,12
20924845,59022,58559,12
9846269,3615,3114,12
20923382,59022,4896,12
20923658,59022,5816,12
20924867,59022,59315,12
24929443,122912,122916,12
20925044,59022,69122,12
5429703,1957,1196,12
5429705,1957,1198,12
5429412,1957,593,12
5430167,1957,2028,12
5426037,1956,1198,12
23331263,94677,93510,12
23331396,94677,99114,12
23331560,94677,106782,12
23329796,94677,5816,12
23328780,94677,1270,12
909651,281,316,12
9731053,3551,924,12
9730922,3551,593,12
9731214,3551,1210,12
9730731,3551,260,12
9730893,3551,541,12
9730794,3551,356,12
21001792,59900,69122,12
9712831,3543,296,12
21000122,59900,2571,12
905785,280,266,12
905802,280,296,12
905690,280,110,12
9731459,3551,1617,12
9731987,3551,2571,12
905966,280,590,12
905967,280,592,12
2541759,911,1198,12
101592,20,356,12
101569,20,318,12
101722,20,593,12
101783,20,780,12
101660,20,480,12
5991687,2114,2028,12
101448,20,50,12
5076325,1799,1210,12
5076899,1799,2291,12
5076591,1799,1673,12
5075816,1799,223,12
5075902,1799,356,12
24738708,117176,116797,12
19411032,45081,1196,12
19411047,45081,1214,12
19411034,45081,1198,12
2139092,714,260,12
2139252,714,608,12
2139219,714,541,12
2139104,714,293,12
2138990,714,32,12
2139418,714,1089,12
2139481,714,1208,12
18094385,27801,1682,12
2140204,714,2959,12
2140049,714,2571,12
19410656,45081,296,12
19410642,45081,260,12
24738103,117176,79132,12
19410689,45081,356,12
18096453,27801,7438,12
18096258,27801,6711,12
18096307,27801,6874,12
18094965,27801,2959,12
18095480,27801,4226,12
18094802,27801,2571,12
19410807,45081,593,12
19411307,45081,1732,12
19411285,45081,1682,12
4020841,1348,356,12
4020811,1348,296,12
19412536,45081,4993,12
10130723,3735,1221,12
10130710,3735,1208,12
20766187,56949,56367,12
20766217,56949,58559,12
20766353,56949,68954,12
20765472,56949,6539,12
18093785,27801,377,12
2062830,663,1210,12
23069249,90746,593,12
2062366,663,260,12
23069842,90746,2571,12
19399161,44974,318,12
19400093,44974,2571,12
6079898,2136,296,12
6079932,2136,356,12
6113593,2143,110,12
2987902,1057,1097,12
6113697,2143,296,12
6113948,2143,780,12
6113878,2143,589,12
6113880,2143,592,12
6114117,2143,1089,12
25226894,135143,60069,12
25227151,135143,79132,12
25226269,135143,7153,12
25225940,135143,4306,12
9191186,3316,3578,12
25197550,134368,79132,12
24736057,117176,593,12
25196295,134368,4963,12
25196570,134368,6874,12
25196656,134368,7438,12
24735983,117176,318,12
6003815,2116,260,12
6004090,2116,780,12
24737350,117176,7153,12
6004273,2116,1097,12
6004317,2116,1198,12
6004154,2116,919,12
6008896,2117,260,12
18093768,27801,356,12
18093742,27801,318,12
6033214,2123,648,12
6033171,2123,551,12
6033186,2123,588,12
14279440,5992,5952,12
14278669,5992,3996,12
14279084,5992,4973,12
14279096,5992,4993,12
14279098,5992,4995,12
14277838,5992,2291,12
14277993,5992,2571,12
19493614,45666,4226,12
9427219,3435,1136,12
19492864,45666,2617,12
19492866,45666,2628,12
19493501,45666,3994,12
19494254,45666,5952,12
14103209,5878,2762,12
14104182,5878,4993,12
14101973,5878,356,12
12146343,4677,2,12
13436485,5419,3793,12
13436550,5419,3977,12
13436173,5419,2987,12
13436538,5419,3948,12
13437042,5419,5349,12
12148767,4677,4993,12
12148898,4677,5349,12
21147051,61240,1197,12
10034204,3699,1196,12
10034206,3699,1198,12
21147109,61240,1265,12
18619081,33836,150,12
18619185,33836,356,12
18619295,33836,588,12
12149096,4677,5952,12
12149234,4677,6377,12
5247366,1895,2858,12
5246263,1895,588,12
5235995,1892,260,12
5236342,1892,1196,12
5235907,1892,47,12
5784532,2059,2,12
5784704,2059,356,12
5784708,2059,364,12
21147300,61240,1682,12
5237034,1892,2858,12
18215561,30816,7153,12
21146685,61240,356,12
10033756,3699,260,12
5801223,2065,2174,12
9439586,3439,648,12
9439862,3439,1291,12
9439796,3439,1210,12
9439784,3439,1196,12
9439264,3439,1,12
9439402,3439,260,12
9440209,3439,2115,12
9440584,3439,2987,12
9440536,3439,2858,12
9440448,3439,2628,12
2870330,1023,296,12
2870375,1023,356,12
2870438,1023,457,12
5790272,2060,2628,12
5790378,2060,2858,12
5790408,2060,2916,12
2870516,1023,592,12
10040935,3701,1214,12
2870524,1023,608,12
2870517,1023,593,12
2870580,1023,780,12
2870800,1023,1196,12
2870812,1023,1210,12
10034945,3699,2628,12
10041043,3701,1371,12
5225315,1885,1580,12
5800169,2065,296,12
10041718,3701,2641,12
5152798,1845,377,12
5152562,1845,47,12
24434242,111364,7153,12
24433937,111364,5952,12
24432191,111364,1196,12
24433670,111364,4993,12
24432787,111364,2571,12
24435083,111364,58559,12
24435469,111364,79132,12
24435378,111364,72998,12
5902537,2090,2018,12
24431818,111364,260,12
5125158,1833,1580,12
5125653,1833,2571,12
5125050,1833,1291,12
5125532,1833,2353,12
5124783,1833,733,12
5124735,1833,589,12
4021205,1348,1219,12
4021201,1348,1214,12
5124828,1833,858,12
5124972,1833,1196,12
4021871,1348,2571,12
4021193,1348,1206,12
4021185,1348,1196,12
2247661,765,736,12
2247816,765,1073,12
2247543,765,480,12
2247423,765,296,12
2247252,765,32,12
9349314,3398,260,12
2905417,1030,2628,12
2904331,1030,592,12
2904573,1030,1097,12
2904265,1030,480,12
927335,290,527,12
927370,290,593,12
15732565,6993,858,12
11923210,4558,5378,12
15732351,6993,296,12
15732765,6993,1230,12
11923851,4558,7153,12
1297460,405,780,12
1297393,405,589,12
1297335,405,480,12
1275741,382,380,12
1275738,382,377,12
3700756,1260,1247,12
3701396,1260,2571,12
3700730,1260,1219,12
471519,147,480,12
8215209,2942,1198,12
8215360,2942,1393,12
8215273,2942,1270,12
8214723,2942,318,12
8215626,2942,1961,12
11921331,4558,1291,12
11921313,4558,1270,12
11921678,4558,2011,12
11921679,4558,2012,12
11921751,4558,2115,12
471231,147,47,12
10747924,3997,4306,12
10748489,3997,5952,12
10748652,3997,6539,12
20268443,52975,1270,12
20269856,52975,4226,12
20269939,52975,4447,12
11609200,4378,1221,12
11609192,4378,1213,12
11609187,4378,1208,12
17144833,8638,2858,12
787499,239,592,12
11608871,4378,593,12
17144887,8638,2959,12
17146622,8638,7361,12
17147393,8638,46578,12
17143685,8638,593,12
12807732,5014,318,12
12808813,5014,3408,12
7231905,2532,2529,12
20267993,52975,356,12
1337760,417,296,12
1337737,417,260,12
1337586,417,21,12
1337964,417,608,12
8252023,2950,1270,12
8251559,2950,356,12
1313886,412,457,12
26162797,174055,79132,12
1313777,412,318,12
1313732,412,260,12
1313837,412,380,12
1314483,412,1394,12
20271274,52975,8961,12
20270684,52975,6539,12
8132486,2912,1221,12
8132479,2912,1214,12
8132478,2912,1213,12
