,movie_a,movie_b,count
20681347,56156,60684,7
20681095,56156,44665,7
20680616,56156,5989,7
20680716,56156,6934,7
20680655,56156,6365,7
20679602,56156,260,7
20679606,56156,293,7
20679607,56156,296,7
20679553,56156,47,7
20679613,56156,318,7
356706,94,457,7
12598348,4914,750,7
356459,94,50,7
12598369,4914,858,7
356447,94,32,7
356506,94,150,7
356437,94,21,7
12598318,4914,608,7
356441,94,25,7
12598578,4914,1258,7
9926249,3649,32,7
9926819,3649,1240,7
9926516,3649,541,7
12598530,4914,1206,7
12598837,4914,1968,7
9926543,3649,593,7
9926654,3649,924,7
12598474,4914,1080,7
9926421,3649,356,7
12598532,4914,1208,7
9926797,3649,1210,7
9926788,3649,1200,7
9926784,3649,1196,7
12598380,4914,904,7
18578696,33672,48516,7
18578766,33672,51662,7
18578798,33672,52973,7
18578723,33672,49530,7
25989233,166643,59315,7
26249089,180031,166528,7
18577939,33672,6377,7
18578156,33672,7346,7
18578439,33672,33166,7
18578468,33672,34162,7
18578488,33672,35836,7
18578049,33672,6863,7
17509610,8973,2571,7
20841339,58162,61132,7
9962425,3675,260,7
9962481,3675,364,7
1955052,605,223,7
9962689,3675,902,7
1957339,605,4308,7
9962596,3675,588,7
9962903,3675,1265,7
9962602,3675,595,7
20841028,58162,46578,7
20841130,58162,51662,7
20841036,58162,46976,7
20841077,58162,48774,7
20841126,58162,51255,7
20841253,58162,56367,7
20840981,58162,44191,7
20841292,58162,58559,7
20840834,58162,32587,7
17508866,8973,318,7
198191,43,736,7
25987342,166643,2028,7
197844,43,110,7
197961,43,296,7
353129,93,153,7
353132,93,158,7
353150,93,185,7
353157,93,196,7
353221,93,293,7
1983862,613,1,7
25987109,166643,1265,7
2985802,1056,1,7
1954911,605,17,7
5360248,1939,1270,7
24236214,107141,356,7
23453715,95558,109374,7
20410708,54256,2571,7
20410725,54256,2628,7
20411515,54256,4993,7
20411774,54256,5952,7
20411909,54256,6539,7
20411958,54256,6711,7
20411999,54256,6874,7
20412354,54256,32587,7
20412386,54256,33794,7
20412670,54256,51255,7
14656217,6290,7438,7
14656347,6290,8641,7
23450298,95558,1196,7
14655490,6290,4262,7
23449940,95558,260,7
14656087,6290,6874,7
14656772,6290,44191,7
14656608,6290,32587,7
14656866,6290,48516,7
24238220,107141,68954,7
23452464,95558,33493,7
13646402,5508,32,7
13647697,5508,2858,7
5359756,1939,50,7
5360039,1939,904,7
5360201,1939,1213,7
5359965,1939,593,7
5360207,1939,1221,7
5359972,1939,608,7
25989842,166643,134853,7
1955428,605,899,7
1955926,605,1721,7
1955685,605,1278,7
25121678,132046,109487,7
14655057,6290,2959,7
23452924,95558,59315,7
23453366,95558,87232,7
23453446,95558,91500,7
23453404,95558,89745,7
23452907,95558,58559,7
14654994,6290,2762,7
23453102,95558,70286,7
14654009,6290,293,7
13648100,5508,3897,7
15212316,6662,858,7
12639316,4951,2012,7
12640745,4951,4993,7
12640879,4951,5349,7
12639668,4951,2628,7
12639864,4951,3033,7
12639912,4951,3114,7
12639646,4951,2571,7
12639286,4951,1967,7
12639251,4951,1923,7
12639730,4951,2762,7
66202,13,595,7
15195300,6645,356,7
15195429,6645,608,7
15195418,6645,589,7
15195421,6645,593,7
15195365,6645,480,7
15195482,6645,780,7
15195397,6645,541,7
12629669,4936,2942,7
15195143,6645,32,7
15195153,6645,47,7
15195254,6645,260,7
65926,13,34,7
12629893,4936,3448,7
26248466,180031,79132,7
9849159,3616,1,7
9988177,3684,1,7
17510539,8973,6874,7
9988628,3684,780,7
17510820,8973,32587,7
9988556,3684,593,7
9989643,3684,2797,7
9988884,3684,1270,7
9989544,3684,2571,7
9989570,3684,2628,7
9988481,3684,480,7
9993445,3685,1610,7
9993431,3685,1580,7
9993317,3685,1291,7
9988832,3684,1210,7
9988859,3684,1240,7
17510631,8973,7361,7
197859,43,150,7
198003,43,356,7
197976,43,318,7
12629387,4936,2355,7
12629515,4936,2571,7
12628794,4936,1196,7
12629051,4936,1682,7
19213376,43396,593,7
19213346,43396,527,7
3810909,1279,32,7
3811118,1279,541,7
12567654,4899,3114,7
12568074,4899,4306,7
3812349,1279,4034,7
12566391,4899,1,7
12568239,4899,4886,7
19213895,43396,2028,7
3811143,1279,608,7
3811134,1279,593,7
3811206,1279,904,7
3811327,1279,1199,7
3811324,1279,1196,7
6026617,2121,2762,7
6025503,2121,356,7
6026188,2121,1968,7
6025608,2121,593,7
6025894,2121,1259,7
19214961,43396,4995,7
19214959,43396,4993,7
19215223,43396,5952,7
19215239,43396,5995,7
19215481,43396,7153,7
19215434,43396,6874,7
3814792,1280,1682,7
3814783,1280,1653,7
3814157,1280,194,7
3814326,1280,541,7
3814085,1280,32,7
19213231,43396,296,7
12567494,4899,2716,7
3811556,1279,1732,7
12566947,4899,1270,7
12566523,4899,260,7
16721937,7980,8665,7
8540707,3054,4226,7
841248,258,1198,7
16413754,7396,296,7
3211218,1132,1206,7
8540553,3054,3793,7
22241473,78637,4306,7
8540264,3054,2987,7
8540654,3054,4022,7
8539166,3054,377,7
8539157,3054,364,7
1258539,378,368,7
1258634,378,539,7
8197885,2935,2918,7
8024192,2861,2571,7
3211184,1132,1131,7
7765196,2747,2571,7
7764475,2747,260,7
8024246,2861,2724,7
8024223,2861,2683,7
1258529,378,356,7
25878444,161582,33794,7
1258530,378,357,7
7780067,2759,924,7
989939,312,329,7
7779959,2759,608,7
7780167,2759,1136,7
7780187,2759,1197,7
7780007,2759,780,7
7780963,2759,2797,7
7781019,2759,2918,7
7779949,2759,589,7
7779892,2759,480,7
18804897,36527,6539,7
7780259,2759,1278,7
18804958,36527,6711,7
21952882,72733,69844,7
21952886,72733,70286,7
3211220,1132,1208,7
22241545,78637,5218,7
8197131,2935,1234,7
8197194,2935,1304,7
18805693,36527,33493,7
21799795,71254,76251,7
1258312,378,10,7
8019901,2860,1573,7
8019566,2860,733,7
8019524,2860,592,7
22238439,78574,72011,7
3210917,1132,318,7
7769321,2750,2918,7
7769299,2750,2858,7
7769354,2750,2987,7
25867503,161131,593,7
16413851,7396,750,7
8199803,2936,1,7
21771146,71033,356,7
7768066,2750,39,7
25875568,161582,318,7
8197043,2935,1079,7
8196932,2935,858,7
1258610,378,500,7
1258656,378,592,7
1258652,378,587,7
1258661,378,597,7
16721185,7980,5445,7
22238498,78574,79132,7
8201320,2936,2987,7
22241747,78637,8360,7
25879984,161582,168252,7
18805858,36527,44195,7
8196865,2935,593,7
8196595,2935,1,7
18805226,36527,7438,7
18805208,36527,7361,7
7774024,2752,357,7
7774023,2752,356,7
7418803,2613,919,7
18805132,36527,7143,7
18805137,36527,7153,7
7418632,2613,480,7
18805401,36527,8636,7
1446069,446,2571,7
7774227,2752,858,7
7418972,2613,1259,7
7418924,2613,1200,7
7418734,2613,736,7
7418922,2613,1198,7
7418930,2613,1210,7
7774149,2752,593,7
989804,312,150,7
6992504,2443,1,7
25780288,158872,4226,7
25879595,161582,109487,7
21952913,72733,72011,7
21952925,72733,72998,7
25779993,158872,2858,7
22310073,79428,35836,7
18804529,36527,5418,7
8172694,2924,260,7
8172853,2924,592,7
8172629,2924,110,7
16560802,7669,6539,7
16560787,7669,6377,7
22310606,79428,71535,7
16560581,7669,4973,7
8172930,2924,858,7
22310552,79428,69122,7
16560918,7669,7153,7
22310335,79428,54503,7
22310228,79428,48385,7
21799681,71254,68954,7
22310061,79428,34162,7
21799668,71254,68157,7
22309896,79428,8807,7
25780672,158872,6874,7
22309938,79428,8984,7
21799839,71254,79702,7
16720170,7980,2858,7
989916,312,292,7
21799825,71254,79132,7
25867370,161131,318,7
16720056,7980,2571,7
7774638,2752,1641,7
7774605,2752,1580,7
8173374,2924,2028,7
7774690,2752,1784,7
7774846,2752,2100,7
7774458,2752,1265,7
22238324,78574,63082,7
16559222,7669,356,7
21799754,71254,73017,7
8173985,2924,3863,7
16559515,7669,1206,7
24474001,111921,1682,7
21952870,72733,68954,7
16719026,7980,356,7
16719004,7980,318,7
7941373,2815,2529,7
7299928,2560,2599,7
13279356,5323,1210,7
21799547,71254,60072,7
21799546,71254,60069,7
22308791,79428,1682,7
21799513,71254,58559,7
21799560,71254,60684,7
12970813,5106,6539,7
13279344,5323,1196,7
13279346,5323,1198,7
25613442,149354,96588,7
8161827,2919,1079,7
8161882,2919,1196,7
16568999,7701,1240,7
8161618,2919,541,7
8161639,2919,593,7
16568609,7701,260,7
16568623,7701,296,7
22235595,78574,1193,7
16880423,8340,1219,7
16568481,7701,1,7
16568495,7701,19,7
16880204,8340,296,7
22235471,78574,858,7
7940800,2815,1240,7
22307967,79357,109487,7
7940775,2815,1210,7
3209549,1131,357,7
7940779,2815,1214,7
7940766,2815,1198,7
7940764,2815,1196,7
3209497,1131,260,7
1036568,325,434,7
1036493,325,316,7
1036390,325,153,7
1036557,325,420,7
25780745,158872,7438,7
7940604,2815,780,7
22307537,79357,79132,7
3209616,1131,541,7
7940874,2815,1374,7
1036312,325,10,7
13279008,5323,1,7
16719581,7980,1580,7
16561497,7669,58559,7
13345862,5364,5299,7
16718874,7980,50,7
7300023,2560,2959,7
1036669,325,592,7
22237595,78574,7361,7
1036666,325,588,7
990117,312,592,7
16561689,7669,79132,7
16719392,7980,1193,7
12951588,5094,7153,7
22306724,79357,6874,7
8212777,2941,2858,7
21952654,72733,54001,7
25613003,149354,60756,7
1333876,416,434,7
1333786,416,296,7
1333785,416,293,7
1333797,416,316,7
7146820,2500,2571,7
8212652,2941,2571,7
16419293,7419,1208,7
8213118,2941,3578,7
1333597,416,10,7
8161909,2919,1225,7
8162280,2919,2028,7
8162275,2919,2020,7
1333691,416,165,7
1333713,416,196,7
8200536,2936,1394,7
16414006,7396,1230,7
7768942,2750,2081,7
13253347,5309,1968,7
8200485,2936,1307,7
25879961,161582,164179,7
16413989,7396,1208,7
7768839,2750,1923,7
8200333,2936,1079,7
22306195,79357,2571,7
1333975,416,588,7
8212839,2941,2987,7
16721493,7980,6539,7
7769069,2750,2321,7
7769004,2750,2174,7
7768572,2750,1230,7
7768749,2750,1617,7
21772226,71033,6016,7
16568662,7701,367,7
16568659,7701,364,7
22305807,79357,318,7
16568654,7701,356,7
22305800,79357,296,7
16568719,7701,480,7
16568728,7701,500,7
22305815,79357,356,7
12951015,5094,4993,7
25878885,161582,58559,7
16419872,7419,2858,7
7723461,2730,4027,7
1408038,436,260,7
8211800,2941,904,7
8211712,2941,593,7
7940558,2815,608,7
22307391,79357,68157,7
7940550,2815,592,7
7145707,2500,296,7
8211879,2941,1028,7
8040120,2870,1028,7
22307280,79357,58559,7
8211643,2941,457,7
24474579,111921,3408,7
8040257,2870,1270,7
7295356,2558,2858,7
7295419,2558,2959,7
21952571,72733,49530,7
8551140,3061,898,7
7721670,2730,296,7
8551152,3061,910,7
22471118,81788,48516,7
7293763,2558,32,7
7293967,2558,356,7
21952458,72733,44191,7
25614845,149406,1198,7
7295544,2558,3175,7
18800618,36525,7293,7
7721516,2730,32,7
16420461,7419,4973,7
16420466,7419,4979,7
8551269,3061,1136,7
18800496,36525,6539,7
25551629,146656,5952,7
7722053,2730,1089,7
7721957,2730,904,7
7722106,2730,1200,7
7722119,2730,1214,7
7721823,2730,541,7
25614589,149406,1,7
8550838,3061,1,7
7723439,2730,3996,7
7721963,2730,912,7
1408573,436,1580,7
25870944,161131,122882,7
25614665,149406,356,7
22471406,81788,69122,7
26076145,170705,2959,7
6998204,2445,2762,7
7718606,2729,1333,7
3285130,1185,1307,7
25870421,161131,79702,7
3285115,1185,1291,7
22462023,81782,2959,7
6998239,2445,2858,7
21952481,72733,45186,7
18985471,39715,356,7
22471510,81788,79132,7
8551981,3061,2918,7
25616254,149406,33794,7
16014026,7139,6377,7
6997647,2445,1584,7
22471289,81788,58559,7
25615697,149406,4886,7
16014266,7139,7153,7
6998129,2445,2571,7
12950716,5094,4085,7
7718414,2729,1028,7
6993938,2443,2628,7
18800178,36525,4306,7
22090283,74946,106782,7
22089879,74946,72998,7
22469923,81788,3949,7
22090071,74946,89864,7
22090025,74946,86833,7
22089959,74946,80549,7
6997437,2445,1196,7
22089830,74946,69757,7
25616544,149406,58559,7
16013887,7139,5952,7
22089814,74946,68954,7
22089816,74946,69122,7
16013596,7139,4993,7
22470323,81788,5989,7
25781218,158872,58559,7
21952339,72733,33794,7
25870697,161131,99114,7
25781496,158872,79132,7
25617103,149406,95167,7
22469637,81788,2762,7
22469684,81788,2959,7
25781188,158872,56174,7
25781347,158872,68954,7
25781230,158872,59315,7
22468732,81788,47,7
25781420,158872,72998,7
25551573,146656,4993,7
16420212,7419,3996,7
22468825,81788,296,7
8551343,3061,1269,7
25870951,161131,122904,7
25870955,161131,122918,7
12950170,5094,2628,7
12950152,5094,2571,7
16013360,7139,4306,7
12970423,5106,4993,7
16013251,7139,4027,7
16013190,7139,3897,7
12970335,5106,4718,7
8770570,3152,111,7
3282603,1184,357,7
3282602,1184,356,7
6993897,2443,2539,7
6993814,2443,2396,7
6992986,2443,919,7
8770644,3152,296,7
6993754,2443,2291,7
8770950,3152,1089,7
3282471,1184,50,7
8771008,3152,1208,7
25870574,161131,91542,7
3282963,1184,1270,7
8771013,3152,1213,7
8771024,3152,1225,7
1448088,448,34,7
3285874,1185,2692,7
15886022,7063,2858,7
7174840,2513,32,7
3284361,1185,17,7
18967029,39414,35836,7
22464149,81782,51540,7
16708592,7934,4973,7
16011482,7139,1,7
15885425,7063,608,7
18799266,36525,356,7
22464438,81782,68157,7
830965,255,19,7
22464605,81782,79132,7
15885446,7063,750,7
15885421,7063,593,7
15885406,7063,541,7
15885319,7063,111,7
22464784,81782,89745,7
15885356,7063,318,7
15885365,7063,356,7
15885349,7063,296,7
8228442,2946,648,7
8229659,2946,3897,7
1445419,446,1198,7
8229525,2946,3481,7
22463431,81782,7153,7
1445443,446,1225,7
25551046,146656,318,7
8228701,2946,1282,7
8228699,2946,1278,7
8228707,2946,1288,7
8228757,2946,1394,7
8229324,2946,2918,7
8229348,2946,2987,7
8229354,2946,2997,7
22463105,81782,5952,7
831066,255,296,7
7175714,2513,1994,7
7175693,2513,1968,7
1445433,446,1213,7
22462824,81782,4993,7
18966627,39414,7438,7
22461873,81782,2571,7
13268439,5316,5378,7
22461232,81782,1196,7
12949705,5094,1517,7
16707825,7934,2997,7
16707763,7934,2858,7
7175077,2513,480,7
7175137,2513,592,7
7175138,2513,593,7
566223,169,480,7
566152,169,317,7
13268302,5316,4995,7
22396034,80693,260,7
22396042,80693,318,7
1448124,448,110,7
12949563,5094,1210,7
12949551,5094,1196,7
566170,169,356,7
8484791,3036,3421,7
22287759,79224,69122,7
1394640,433,520,7
18965836,39414,3994,7
22271,4,296,7
7674760,2718,216,7
7995342,2846,480,7
7995329,2846,457,7
1394676,433,592,7
7995099,2846,1,7
1394590,433,434,7
7996017,2846,2054,7
7865562,2793,1240,7
7865544,2793,1215,7
7865176,2793,356,7
7865540,2793,1210,7
7865594,2793,1278,7
8777407,3155,7153,7
7996285,2846,2529,7
7865528,2793,1196,7
7865532,2793,1200,7
7995249,2846,296,7
7995234,2846,260,7
7995256,2846,318,7
7865302,2793,589,7
7996059,2846,2115,7
13207895,5292,3578,7
1179451,360,357,7
1179472,360,380,7
22398094,80693,79702,7
12949183,5094,260,7
13207424,5292,2278,7
1179228,360,47,7
22398603,80693,109487,7
7995458,2846,780,7
1179398,360,296,7
13207764,5292,3175,7
8567457,3068,1198,7
8567470,3068,1214,7
16060292,7155,2628,7
22366761,80363,1214,7
8567462,3068,1204,7
566074,169,165,7
8484068,3036,1968,7
8484035,3036,1909,7
8484169,3036,2115,7
8483817,3036,1356,7
16706997,7934,1219,7
8567436,3068,1136,7
16059806,7155,356,7
7865874,2793,1968,7
16381805,7375,597,7
22513935,82202,1196,7
21649806,69436,6373,7
7033260,2457,2944,7
15993262,7123,6874,7
7639274,2709,2054,7
7639241,2709,2005,7
7925287,2806,185,7
21649953,69436,8361,7
15991773,7123,778,7
21649589,69436,4306,7
7033261,2457,2947,7
15827355,7034,2858,7
21649821,69436,6539,7
22367952,80363,8957,7
7639344,2709,2174,7
7639298,2709,2094,7
7639310,2709,2115,7
7638485,2709,316,7
7638403,2709,158,7
7032891,2457,2194,7
21650127,69436,33794,7
15827035,7034,2081,7
7032015,2457,457,7
7032094,2457,589,7
7032096,2457,592,7
7087161,2473,1291,7
7087142,2473,1270,7
7032026,2457,474,7
7032030,2457,480,7
21649686,69436,5218,7
15991769,7123,750,7
22514081,82202,1527,7
22513611,82202,356,7
15826711,7034,1246,7
21650622,69436,68954,7
21649528,69436,3948,7
21649647,69436,4886,7
22513566,82202,260,7
21650702,69436,72998,7
22513581,82202,296,7
15991741,7123,608,7
18987654,39715,50872,7
13220015,5296,231,7
7033073,2457,2529,7
15826388,7034,500,7
12949046,5094,1,7
13207319,5292,2028,7
1179618,360,597,7
18997371,40148,55820,7
22512260,82169,6539,7
15826310,7034,356,7
13220707,5296,1923,7
22512364,82169,7153,7
13207568,5292,2628,7
13207583,5292,2683,7
13207550,5292,2571,7
7065052,2469,2571,7
16393125,7380,595,7
13050251,5159,33166,7
7028432,2456,260,7
13210178,5293,919,7
1272939,381,318,7
22402366,80831,2571,7
18964690,39414,1214,7
7065224,2469,2918,7
13050243,5159,32587,7
16393119,7380,588,7
7065190,2469,2858,7
7275756,2550,541,7
7275772,2550,589,7
18965267,39414,2455,7
7275724,2550,480,7
22255604,79008,2959,7
1272823,381,150,7
22255584,79008,2858,7
1272834,381,165,7
1273036,381,480,7
18965184,39414,2321,7
13047328,5159,47,7
8124946,2907,2858,7
13210068,5293,597,7
8124384,2907,1270,7
7063682,2469,32,7
22285756,79224,356,7
22286281,79224,2571,7
22286059,79224,1682,7
13210058,5293,586,7
18995292,40148,1732,7
22256453,79008,33794,7
13209931,5293,356,7
22507154,82167,1307,7
26075252,170705,318,7
22256759,79008,58559,7
22402475,80831,2959,7
16193111,7255,4306,7
13048170,5159,1968,7
13207009,5292,1196,7
8567549,3068,1307,7
16706785,7934,750,7
13206694,5292,356,7
13207164,5292,1580,7
566011,169,1,7
8483251,3036,260,7
8484573,3036,2918,7
22366687,80363,858,7
8484374,3036,2470,7
8484404,3036,2529,7
8484518,3036,2797,7
8567192,3068,480,7
566032,169,34,7
16381680,7375,356,7
1273094,381,592,7
18995572,40148,2571,7
13050266,5159,33794,7
18965028,39414,2011,7
22506775,82167,356,7
21921378,72407,1197,7
22256240,79008,7361,7
16060840,7155,5952,7
16060598,7155,4306,7
16060735,7155,5218,7
16706633,7934,356,7
16060694,7155,4963,7
16060648,7155,4700,7
16060686,7155,4896,7
8567514,3068,1265,7
8567509,3068,1259,7
8775871,3155,110,7
16706603,7934,296,7
8775936,3155,296,7
1448319,448,457,7
7898976,2799,2502,7
7899038,2799,2683,7
7898961,2799,2470,7
7899021,2799,2617,7
7899047,2799,2700,7
7899111,2799,2858,7
7899092,2799,2797,7
8641077,3095,1198,7
16395539,7381,588,7
12968785,5106,356,7
8641073,3095,1193,7
22368316,80363,53972,7
7087779,2473,2396,7
7087646,2473,2174,7
7087787,2473,2405,7
22050900,74545,296,7
22051404,74545,2571,7
7087601,2473,2115,7
7087591,2473,2100,7
22050916,74545,356,7
18985841,39715,1580,7
22050840,74545,47,7
21736085,70336,41569,7
18994748,40148,296,7
16193742,7255,6377,7
18994893,40148,608,7
8447319,3022,1148,7
21735739,70336,7438,7
8640913,3095,858,7
8640924,3095,904,7
16394717,7380,40815,7
21733706,70336,736,7
16395950,7381,1682,7
16395259,7381,1,7
16395802,7381,1265,7
13048558,5159,2858,7
22308486,79428,356,7
16195403,7256,1221,7
7971054,2829,2571,7
16195397,7256,1213,7
13221679,5296,4306,7
7971178,2829,2858,7
22509166,82167,49286,7
7971142,2829,2762,7
7299227,2560,296,7
8039636,2870,1,7
1301170,407,924,7
1300956,407,296,7
1300893,407,111,7
22368550,80363,70286,7
22368393,80363,58559,7
16195125,7256,356,7
16195244,7256,858,7
16195111,7256,318,7
1301252,407,1196,7
1301225,407,1089,7
16195197,7256,593,7
13048964,5159,3977,7
22515549,82202,5952,7
15830486,7036,1270,7
8091182,2889,780,7
15830265,7036,858,7
8091131,2889,608,7
18986702,39715,5218,7
15830405,7036,1136,7
8090986,2889,356,7
22516209,82202,45447,7
8090872,2889,150,7
7493171,2644,1348,7
8090955,2889,296,7
7493056,2644,1196,7
7493073,2644,1214,7
7493076,2644,1219,7
22515812,82202,7153,7
13345253,5364,3578,7
15831924,7036,4993,7
18986542,39715,4306,7
15830609,7036,1580,7
8091124,2889,593,7
18986647,39715,4886,7
15831060,7036,2628,7
18986062,39715,2355,7
22367624,80363,5418,7
22516188,82202,44191,7
8063475,2879,260,7
22511526,82169,3578,7
8732190,3134,260,7
16196403,7256,4226,7
22515677,82202,6539,7
8732352,3134,750,7
22404208,80831,79132,7
16396850,7381,4306,7
16397007,7381,4886,7
16397103,7381,5218,7
16397199,7381,5481,7
26075447,170705,858,7
18987147,39715,8360,7
15832153,7036,5952,7
16096731,7169,597,7
13285187,5325,296,7
15830107,7036,356,7
22367748,80363,6539,7
22749254,86377,79132,7
17170914,8645,7361,7
9498542,3466,1265,7
9498231,3466,587,7
9498547,3466,1270,7
9498181,3466,480,7
6195961,2169,2683,7
9646467,3515,3253,7
9646581,3515,3481,7
6196010,2169,2791,7
6195445,2169,1580,7
6196191,2169,3253,7
9645575,3515,1653,7
9645529,3515,1573,7
9645958,3515,2329,7
9646098,3515,2571,7
9646241,3515,2858,7
9646631,3515,3578,7
6195810,2169,2371,7
6195619,2169,2011,7
9637774,3512,4308,7
9645312,3515,1210,7
24390013,110501,122904,7
24390008,110501,122886,7
42059,8,588,7
42065,8,595,7
24390006,110501,122882,7
3583437,1238,1278,7
3583401,1238,1234,7
3583318,1238,1028,7
3583501,1238,1394,7
3583335,1238,1079,7
6642561,2351,260,7
3583430,1238,1270,7
41926,8,364,7
19112777,41716,1682,7
21342986,64620,6874,7
21342572,64620,5010,7
21342681,64620,5418,7
19112591,41716,1265,7
19112595,41716,1270,7
3583097,1238,356,7
19112567,41716,1240,7
3583771,1238,2243,7
17168229,8645,296,7
17168584,8645,1089,7
3583659,1238,1968,7
3583976,1238,2858,7
19112543,41716,1213,7
19112551,41716,1221,7
6643430,2351,2858,7
6202594,2171,357,7
6202742,2171,587,7
6202718,2171,541,7
6202610,2171,377,7
6202593,2171,356,7
6202657,2171,457,7
6202751,2171,597,7
24389708,110501,96079,7
21211273,62336,56174,7
24389749,110501,98809,7
24389657,110501,93838,7
598809,177,110,7
12859414,5047,6874,7
15553349,6880,6502,7
21415867,65802,480,7
15552723,6880,2617,7
24389382,110501,72998,7
24389383,110501,73017,7
24389356,110501,71535,7
12860207,5047,51662,7
24389451,110501,79132,7
12860168,5047,48780,7
15314355,6731,2916,7
15314356,6731,2918,7
21410051,65682,318,7
15314580,6731,3578,7
15314378,6731,2985,7
6181793,2162,7153,7
15314303,6731,2762,7
17273993,8808,588,7
6194894,2169,344,7
6194851,2169,260,7
6195262,2169,1196,7
6195156,2169,924,7
15315346,6731,6539,7
15315336,6731,6502,7
9654171,3521,1080,7
9654370,3521,1394,7
9654997,3521,2858,7
21138797,61160,2115,7
6634294,2348,50,7
21138589,61160,1527,7
17316041,8860,1136,7
17316124,8860,1270,7
21138498,61160,1270,7
17316120,8860,1265,7
17315942,8860,919,7
21138512,61160,1291,7
17316060,8860,1198,7
17316059,8860,1197,7
17316141,8860,1291,7
21138445,61160,1198,7
17316027,8860,1097,7
17315996,8860,1036,7
17316058,8860,1196,7
6634551,2348,500,7
21138390,61160,1036,7
21138302,61160,780,7
6634429,2348,296,7
6634464,2348,356,7
974068,305,356,7
974016,305,265,7
21138198,61160,480,7
6634852,2348,1214,7
6634666,2348,778,7
6634613,2348,608,7
21138136,61160,356,7
6634644,2348,708,7
21138038,61160,165,7
974117,305,457,7
974128,305,480,7
974181,305,587,7
6639158,2349,1278,7
6639221,2349,1394,7
973891,305,21,7
6639732,2349,2858,7
6639296,2349,1641,7
26002823,167746,356,7
41711,8,34,7
15609328,6932,4995,7
22733308,86320,296,7
15609603,6932,5669,7
6377366,2259,480,7
15609320,6932,4979,7
17159918,8643,588,7
22733581,86320,2571,7
22733618,86320,2959,7
15608840,6932,3911,7
15608833,6932,3897,7
15608654,6932,3481,7
22734127,86320,7361,7
22734448,86320,48780,7
19112298,41716,589,7
19112301,41716,593,7
19112323,41716,648,7
19112297,41716,588,7
17169429,8645,2959,7
6326918,2240,1225,7
6326626,2240,541,7
6326952,2240,1270,7
6327715,2240,2858,7
6326893,2240,1198,7
6326849,2240,1097,7
21344616,64622,1721,7
21344279,64622,356,7
21345420,64622,6539,7
21344825,64622,2571,7
22747530,86377,318,7
9498771,3466,1784,7
22747517,86377,260,7
22748000,86377,2571,7
17170190,8645,4973,7
6629317,2344,2115,7
6629277,2344,2028,7
6629252,2344,2000,7
6326455,2240,260,7
6416146,2269,2571,7
6416173,2269,2628,7
6416205,2269,2716,7
6578939,2328,2916,7
6578959,2328,2959,7
6578989,2328,3033,7
6578671,2328,2355,7
6578965,2328,2985,7
6578882,2328,2791,7
6415945,2269,2194,7
6577581,2328,153,7
6577494,2328,1,7
6577531,2328,47,7
6577521,2328,32,7
17363790,8880,4886,7
6416591,2269,3578,7
6416818,2269,4085,7
6416448,2269,3257,7
21194131,62081,3578,7
17289175,8814,69122,7
21193851,62081,2762,7
21193832,62081,2716,7
21193805,62081,2628,7
21392727,65216,4226,7
6415464,2269,1240,7
598950,177,344,7
6415441,2269,1214,7
1558023,482,6,7
1558055,482,50,7
1558053,482,47,7
21392804,65216,4995,7
17288288,8814,6863,7
21195314,62081,8961,7
21195430,62081,31685,7
21195486,62081,34162,7
21195462,62081,33493,7
21195481,62081,34048,7
21330732,64497,54286,7
21330836,64497,59315,7
21330819,64497,58559,7
21330851,64497,60069,7
21393536,65216,58559,7
1558175,482,293,7
1558085,482,111,7
1558105,482,161,7
1558160,482,260,7
13441453,5420,3578,7
17288570,8814,30793,7
21392215,65216,318,7
598979,177,380,7
6415102,2269,480,7
13742004,5573,6539,7
13742058,5573,6711,7
13742098,5573,6863,7
13742104,5573,6874,7
13742169,5573,7153,7
13741970,5573,6373,7
13741973,5573,6377,7
13741864,5573,5989,7
13741854,5573,5952,7
13741734,5573,5481,7
4892954,1701,2174,7
23745348,99149,112852,7
20072941,51080,50,7
20073106,51080,356,7
20073414,51080,1036,7
20072929,51080,32,7
20073054,51080,260,7
20073072,51080,296,7
23740872,99117,87869,7
4893009,1701,2291,7
4893243,1701,2716,7
4893130,1701,2470,7
4893208,1701,2628,7
4893230,1701,2692,7
4893270,1701,2762,7
4893286,1701,2797,7
4893311,1701,2858,7
4893385,1701,2987,7
599069,177,593,7
6180703,2162,2628,7
6180683,2162,2571,7
21410970,65682,6539,7
15558270,6881,8784,7
6180867,2162,3114,7
21410473,65682,2571,7
15558580,6881,33794,7
15557692,6881,6539,7
17133330,8633,2571,7
15558733,6881,44191,7
15557495,6881,5952,7
15557356,6881,5502,7
15557327,6881,5445,7
15557286,6881,5349,7
17132925,8633,1240,7
17132899,8633,1196,7
17132757,8633,589,7
21411652,65682,59369,7
21411639,65682,58559,7
21411651,65682,59315,7
15557143,6881,4995,7
15557141,6881,4993,7
21411571,65682,54286,7
6559081,2322,2028,7
21411830,65682,72998,7
6558283,2322,316,7
6559452,2322,2762,7
6559399,2322,2641,7
6559373,2322,2571,7
6559278,2322,2393,7
25411926,140715,318,7
25411947,140715,356,7
26012098,168248,122882,7
6164500,2159,858,7
15301903,6721,1036,7
26012105,168248,122904,7
26011810,168248,99114,7
15553150,6880,4878,7
25412826,140715,2959,7
21415849,65802,356,7
21415850,65802,364,7
21415783,65802,1,7
26012039,168248,115149,7
15302896,6721,3996,7
